Indicator,SurveyYear,CountryName,AGEGROUP (DISPLAY),SEX (DISPLAY),CHILDCAUSE (DISPLAY),Value
nMx - age-specific death rate between ages x and x+n,2019,Gabon,65-69 years,Both sexes,,0.03378
ndx - number of people dying between ages x and x+n,2000,Gabon,40-44 years,Male,,4468.77835
ndx - number of people dying between ages x and x+n,2000,Gabon,45-49 years,Male,,5504.10673
ndx - number of people dying between ages x and x+n,2000,Gabon,50-54 years,Male,,7012.4073
ndx - number of people dying between ages x and x+n,2000,Gabon,55-59 years,Male,,8574.11573
ndx - number of people dying between ages x and x+n,2005,Gabon,25-29 years,Male,,1370.09934
ndx - number of people dying between ages x and x+n,2005,Gabon,30-34 years,Male,,1927.00741
ndx - number of people dying between ages x and x+n,2005,Gabon,35-39 years,Male,,2828.28198
ndx - number of people dying between ages x and x+n,2005,Gabon,40-44 years,Male,,3953.15629
ndx - number of people dying between ages x and x+n,2005,Gabon,45-49 years,Male,,5075.43596
ndx - number of people dying between ages x and x+n,2010,Gabon,15-19  years,Male,,775.63821
ndx - number of people dying between ages x and x+n,2010,Gabon,20-24 years,Male,,1094.33864
ndx - number of people dying between ages x and x+n,2010,Gabon,25-29 years,Male,,1251.94532
ndx - number of people dying between ages x and x+n,2010,Gabon,30-34 years,Male,,1691.43864
ndx - number of people dying between ages x and x+n,2015,Gabon,5-9 years,Male,,598.20868
ndx - number of people dying between ages x and x+n,2015,Gabon,10-14 years,Male,,844.34151
ndx - number of people dying between ages x and x+n,2015,Gabon,15-19  years,Male,,751.95439
ndx - number of people dying between ages x and x+n,2015,Gabon,20-24 years,Male,,1035.34748
ndx - number of people dying between ages x and x+n,2019,Gabon,<1 year,Male,,3437.77604
ndx - number of people dying between ages x and x+n,2019,Gabon,1-4 years,Male,,1182.63994
ndx - number of people dying between ages x and x+n,2019,Gabon,5-9 years,Male,,525.7412
ndx - number of people dying between ages x and x+n,2019,Gabon,10-14 years,Male,,811.93544
ndx - number of people dying between ages x and x+n,2019,Gabon,75-79 years,Male,,12889.47739
ndx - number of people dying between ages x and x+n,2019,Gabon,80-84 years,Male,,10678.58042
ndx - number of people dying between ages x and x+n,2019,Gabon,85+ years,Male,,9987.38394
ndx - number of people dying between ages x and x+n,2000,Gabon,<1 year,Female,,4884.75796
ndx - number of people dying between ages x and x+n,2000,Gabon,1-4 years,Female,,2974.98372
ndx - number of people dying between ages x and x+n,2000,Gabon,65-69 years,Female,,8480.32676
ndx - number of people dying between ages x and x+n,2000,Gabon,70-74 years,Female,,10361.63736
ndx - number of people dying between ages x and x+n,2000,Gabon,75-79 years,Female,,11393.30598
ndx - number of people dying between ages x and x+n,2000,Gabon,80-84 years,Female,,10814.4424
ndx - number of people dying between ages x and x+n,2005,Gabon,55-59 years,Female,,5643.58616
ndx - number of people dying between ages x and x+n,2005,Gabon,60-64 years,Female,,6847.2464
ndx - number of people dying between ages x and x+n,2005,Gabon,65-69 years,Female,,8350.32503
ndx - number of people dying between ages x and x+n,2005,Gabon,70-74 years,Female,,10405.12464
ndx - number of people dying between ages x and x+n,2010,Gabon,40-44 years,Female,,3484.63824
ndx - number of people dying between ages x and x+n,2010,Gabon,45-49 years,Female,,3907.23233
ndx - number of people dying between ages x and x+n,2010,Gabon,50-54 years,Female,,4370.21941
ndx - number of people dying between ages x and x+n,2010,Gabon,55-59 years,Female,,5069.89305
ndx - number of people dying between ages x and x+n,2010,Gabon,60-64 years,Female,,6366.68262
ndx - number of people dying between ages x and x+n,2015,Gabon,30-34 years,Female,,1573.18363
ndx - number of people dying between ages x and x+n,2015,Gabon,35-39 years,Female,,2093.43434
ndx - number of people dying between ages x and x+n,2015,Gabon,40-44 years,Female,,2537.93465
ndx - number of people dying between ages x and x+n,2015,Gabon,45-49 years,Female,,3094.59261
ndx - number of people dying between ages x and x+n,2019,Gabon,20-24 years,Female,,514.72903
ndx - number of people dying between ages x and x+n,2019,Gabon,25-29 years,Female,,785.97147
ndx - number of people dying between ages x and x+n,2019,Gabon,30-34 years,Female,,1194.74964
ndx - number of people dying between ages x and x+n,2019,Gabon,35-39 years,Female,,1691.17964
ndx - number of people dying between ages x and x+n,2000,Gabon,10-14 years,Both sexes,,747.58816
ndx - number of people dying between ages x and x+n,2000,Gabon,15-19  years,Both sexes,,710.34389
ndx - number of people dying between ages x and x+n,2000,Gabon,20-24 years,Both sexes,,1293.5112
ndx - number of people dying between ages x and x+n,2000,Gabon,25-29 years,Both sexes,,1978.72897
ndx - number of people dying between ages x and x+n,2005,Gabon,<1 year,Both sexes,,4948.7238
ndx - number of people dying between ages x and x+n,2005,Gabon,1-4 years,Both sexes,,2654.13744
ndx - number of people dying between ages x and x+n,2005,Gabon,5-9 years,Both sexes,,769.05991
ndx - number of people dying between ages x and x+n,2005,Gabon,10-14 years,Both sexes,,775.01804
ndx - number of people dying between ages x and x+n,2005,Gabon,80-84 years,Both sexes,,9856.66081
ndx - number of people dying between ages x and x+n,2005,Gabon,85+ years,Both sexes,,10298.98259
ndx - number of people dying between ages x and x+n,2010,Gabon,<1 year,Both sexes,,4188.46026
ndx - number of people dying between ages x and x+n,2010,Gabon,1-4 years,Both sexes,,2051.46293
ndx - number of people dying between ages x and x+n,2010,Gabon,70-74 years,Both sexes,,11402.13027
ndx - number of people dying between ages x and x+n,2010,Gabon,75-79 years,Both sexes,,11931.63926
ndx - number of people dying between ages x and x+n,2010,Gabon,80-84 years,Both sexes,,10976.22163
ndx - number of people dying between ages x and x+n,2010,Gabon,85+ years,Both sexes,,12387.64879
ndx - number of people dying between ages x and x+n,2015,Gabon,55-59 years,Both sexes,,6204.89446
ndx - number of people dying between ages x and x+n,2015,Gabon,60-64 years,Both sexes,,8086.40839
ndx - number of people dying between ages x and x+n,2015,Gabon,65-69 years,Both sexes,,10007.02571
ndx - number of people dying between ages x and x+n,2015,Gabon,70-74 years,Both sexes,,11917.46296
ndx - number of people dying between ages x and x+n,2015,Gabon,75-79 years,Both sexes,,12935.73304
ndx - number of people dying between ages x and x+n,2019,Gabon,45-49 years,Both sexes,,3466.52018
ndx - number of people dying between ages x and x+n,2019,Gabon,50-54 years,Both sexes,,4703.46058
ndx - number of people dying between ages x and x+n,2019,Gabon,55-59 years,Both sexes,,6062.42619
ndx - number of people dying between ages x and x+n,2019,Gabon,60-64 years,Both sexes,,7989.68195
nqx - probability of dying between ages x and x+n,2000,Gabon,35-39 years,Male,,0.03968
nqx - probability of dying between ages x and x+n,2000,Gabon,40-44 years,Male,,0.05591
nqx - probability of dying between ages x and x+n,2000,Gabon,45-49 years,Male,,0.07294
nqx - probability of dying between ages x and x+n,2000,Gabon,50-54 years,Male,,0.10023
nqx - probability of dying between ages x and x+n,2005,Gabon,25-29 years,Male,,0.01553
nqx - probability of dying between ages x and x+n,2005,Gabon,30-34 years,Male,,0.02219
nqx - probability of dying between ages x and x+n,2005,Gabon,35-39 years,Male,,0.03331
nqx - probability of dying between ages x and x+n,2005,Gabon,40-44 years,Male,,0.04816
nqx - probability of dying between ages x and x+n,2010,Gabon,10-14 years,Male,,0.01004
nqx - probability of dying between ages x and x+n,2010,Gabon,15-19  years,Male,,0.00847
nqx - probability of dying between ages x and x+n,2010,Gabon,20-24 years,Male,,0.01205
nqx - probability of dying between ages x and x+n,2010,Gabon,25-29 years,Male,,0.01395
nqx - probability of dying between ages x and x+n,2015,Gabon,1-4 years,Male,,0.01541
nqx - probability of dying between ages x and x+n,2015,Gabon,5-9 years,Male,,0.00633
nqx - probability of dying between ages x and x+n,2015,Gabon,10-14 years,Male,,0.00899
nqx - probability of dying between ages x and x+n,2015,Gabon,15-19  years,Male,,0.00808
nqx - probability of dying between ages x and x+n,2015,Gabon,85+ years,Male,,1
nqx - probability of dying between ages x and x+n,2019,Gabon,<1 year,Male,,0.03438
nqx - probability of dying between ages x and x+n,2019,Gabon,1-4 years,Male,,0.01225
nqx - probability of dying between ages x and x+n,2019,Gabon,5-9 years,Male,,0.00551
nqx - probability of dying between ages x and x+n,2019,Gabon,70-74 years,Male,,0.28205
nqx - probability of dying between ages x and x+n,2019,Gabon,75-79 years,Male,,0.38412
nqx - probability of dying between ages x and x+n,2019,Gabon,80-84 years,Male,,0.51672
nqx - probability of dying between ages x and x+n,2019,Gabon,85+ years,Male,,1
nqx - probability of dying between ages x and x+n,2000,Gabon,<1 year,Female,,0.04885
nqx - probability of dying between ages x and x+n,2000,Gabon,60-64 years,Female,,0.11573
nqx - probability of dying between ages x and x+n,2000,Gabon,65-69 years,Female,,0.15765
nqx - probability of dying between ages x and x+n,2000,Gabon,70-74 years,Female,,0.22867
nqx - probability of dying between ages x and x+n,2000,Gabon,75-79 years,Female,,0.32598
nqx - probability of dying between ages x and x+n,2005,Gabon,50-54 years,Female,,0.06709
nqx - probability of dying between ages x and x+n,2005,Gabon,55-59 years,Female,,0.08268
nqx - probability of dying between ages x and x+n,2005,Gabon,60-64 years,Female,,0.10936
nqx - probability of dying between ages x and x+n,2005,Gabon,65-69 years,Female,,0.14974
nqx - probability of dying between ages x and x+n,2010,Gabon,40-44 years,Female,,0.04136
nqx - probability of dying between ages x and x+n,2010,Gabon,45-49 years,Female,,0.04837
nqx - probability of dying between ages x and x+n,2010,Gabon,50-54 years,Female,,0.05685
nqx - probability of dying between ages x and x+n,2010,Gabon,55-59 years,Female,,0.06993
nqx - probability of dying between ages x and x+n,2015,Gabon,25-29 years,Female,,0.01122
nqx - probability of dying between ages x and x+n,2015,Gabon,30-34 years,Female,,0.01704
nqx - probability of dying between ages x and x+n,2015,Gabon,35-39 years,Female,,0.02307
nqx - probability of dying between ages x and x+n,2015,Gabon,40-44 years,Female,,0.02863
nqx - probability of dying between ages x and x+n,2019,Gabon,15-19  years,Female,,0.00359
nqx - probability of dying between ages x and x+n,2019,Gabon,20-24 years,Female,,0.00543
nqx - probability of dying between ages x and x+n,2019,Gabon,25-29 years,Female,,0.00833
nqx - probability of dying between ages x and x+n,2019,Gabon,30-34 years,Female,,0.01277
nqx - probability of dying between ages x and x+n,2000,Gabon,5-9 years,Both sexes,,0.00917
nqx - probability of dying between ages x and x+n,2000,Gabon,10-14 years,Both sexes,,0.00824
nqx - probability of dying between ages x and x+n,2000,Gabon,15-19  years,Both sexes,,0.0079
nqx - probability of dying between ages x and x+n,2000,Gabon,20-24 years,Both sexes,,0.0145
nqx - probability of dying between ages x and x+n,2000,Gabon,85+ years,Both sexes,,1
nqx - probability of dying between ages x and x+n,2005,Gabon,<1 year,Both sexes,,0.04949
nqx - probability of dying between ages x and x+n,2005,Gabon,1-4 years,Both sexes,,0.02792
nqx - probability of dying between ages x and x+n,2005,Gabon,5-9 years,Both sexes,,0.00832
"Age-standardized DALYs (per 100,000)",2000,Gabon,,,,68539.78125
"Age-standardized DALYs (per 100,000)",2012,Gabon,,,,30810.91992
"Age-standardized DALYs (per 100,000)",2012,Gabon,,,,4682.79199
Distribution of years of life lost by major cause group,2000,Gabon,,,,18
Distribution of years of life lost by major cause group,2012,Gabon,,,,68
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2001,Gabon,,Both sexes,,325.046
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2002,Gabon,,Female,,328.5788
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2004,Gabon,,Both sexes,,337.6801
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2005,Gabon,,Female,,331.3185
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2007,Gabon,,Male,,297.5995
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2007,Gabon,,Both sexes,,305.2553
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2010,Gabon,,Male,,282.6449
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2010,Gabon,,Both sexes,,288.3221
Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),2013,Gabon,,Male,,262.6409
